"k__Archaea;p__Crenarchaeota" "k__Archaea;p__Euryarchaeota" "k__Archaea;p__[Parvarchaeota]" "k__Bacteria;p__" "k__Bacteria;p__AD3" "k__Bacteria;p__Acidobacteria" "k__Bacteria;p__Actinobacteria" "k__Bacteria;p__AncK6" "k__Bacteria;p__Aquificae" "k__Bacteria;p__Armatimonadetes" "k__Bacteria;p__BHI80-139" "k__Bacteria;p__BRC1" "k__Bacteria;p__Bacteroidetes" "k__Bacteria;p__Caldithrix" "k__Bacteria;p__Chlamydiae" "k__Bacteria;p__Chlorobi" "k__Bacteria;p__Chloroflexi" "k__Bacteria;p__Cyanobacteria" "k__Bacteria;p__Deferribacteres" "k__Bacteria;p__Elusimicrobia" "k__Bacteria;p__FBP" "k__Bacteria;p__FCPU426" "k__Bacteria;p__Fibrobacteres" "k__Bacteria;p__Firmicutes" "k__Bacteria;p__Fusobacteria" "k__Bacteria;p__GAL15" "k__Bacteria;p__GN02" "k__Bacteria;p__GN04" "k__Bacteria;p__GOUTA4" "k__Bacteria;p__Gemmatimonadetes" "k__Bacteria;p__LD1" "k__Bacteria;p__Lentisphaerae" "k__Bacteria;p__MVP-21" "k__Bacteria;p__NC10" "k__Bacteria;p__NKB19" "k__Bacteria;p__Nitrospirae" "k__Bacteria;p__OD1" "k__Bacteria;p__OP1" "k__Bacteria;p__OP11" "k__Bacteria;p__OP3" "k__Bacteria;p__OP8" "k__Bacteria;p__OP9" "k__Bacteria;p__PAUC34f" "k__Bacteria;p__Planctomycetes" "k__Bacteria;p__Proteobacteria" "k__Bacteria;p__SAR406" "k__Bacteria;p__SBR1093" "k__Bacteria;p__SR1" "k__Bacteria;p__Spirochaetes" "k__Bacteria;p__Synergistetes" "k__Bacteria;p__TM6" "k__Bacteria;p__TM7" "k__Bacteria;p__TPD-58" "k__Bacteria;p__Tenericutes" "k__Bacteria;p__Thermotogae" "k__Bacteria;p__Verrucomicrobia" "k__Bacteria;p__WPS-2" "k__Bacteria;p__WS1" "k__Bacteria;p__WS2" "k__Bacteria;p__WS3" "k__Bacteria;p__WS4" "k__Bacteria;p__WWE1" "k__Bacteria;p__ZB3" "k__Bacteria;p__[Caldithrix]" "k__Bacteria;p__[Thermi]"
"10317.000015599" 0 0 0 0 0 0.00010225994477963 0.0621740464260149 0 0 0 0 0 0.330504141527764 0 0 0 0 0 0 0 0 0 0 0.60527661315063 0.00010225994477963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00184067900603334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000002014" 0 0 0 0 0 0 0.0359015165699307 0 0 0 0 0 0.0258378580790114 0 0 0 0 0.000327653997378768 0 0 0 0 0 0.933533046246024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00416588653810148 0 0 0 0 0 0 0 0 0 0 0.000234038569556263 0 0 0 0 0 0 0 0 0
"10317.000006020" 0 0 0 0 0 0 0.00618811881188119 0 0 0 0 0 0.750618811881188 0 0 0 0 0 0 0 0 0 0 0.22002200220022 6.87568756875688e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0178080308030803 0 0 0 0 0 0 0 0 0 0 0.00529427942794279 0 0 0 0 0 0 0 0 0
"10317.000006027" 0 0 0 0 0 0 0.00145151925682214 0 0 0 0 0 0.618153667505322 0 0 0 0 0.000193535900909619 0 0 0 0 0 0.356299593574607 0.000193535900909619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0145151925682214 0 0 0 0 0 0 0 0 0.00687052448229147 0 0.00232243081091542 0 0 0 0 0 0 0 0 0
"10317.000006026" 0 0 0 0 0 0 0.0984873949579832 0 0 0 0 0 0.357647058823529 0 0 0 0 0 0 0 0 0 0 0.53781512605042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00605042016806723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000002011" 0 0 0 0 0 0 0.0317620137299771 0 0 0 0 0 0.0969336384439359 0 0 0 0 0 0 0 0 0 0 0.867643020594967 9.1533180778032e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00302059496567506 0 0 0 0 0 0 0 0 0.000183066361556064 0 0.000366132723112128 0 0 0 0 0 0 0 0 0
"10317.000006029" 0 0 0 0 0 0 0.00581992468332763 0 0 0 0 0 0.220540910647039 0 0 0 0 6.84697021567956e-05 0 0 0 0 0 0.763163300239642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0103389250256761 0 0 0 0 0 0 0 0 0 0 6.84697021567956e-05 0 0 0 0 0 0 0 0 0
"10317.000002019" 0 0 0 0 0 0 0.0507747318235995 0 0 0 0 0 0.241716328963051 0 0 0 0 0.0140643623361144 0 0 0 0 0 0.664123957091776 0.000476758045292014 0 0 0 0 0 0 0.00309892729439809 0 0 0 0 0 0 0 0 0 0 0 0 0.0183551847437425 0 0 0 0 0 0 0.000476758045292014 0 0.00166865315852205 0 0.00524433849821216 0 0 0 0 0 0 0 0 0
"10317.000009174" 0 0.000546249089584851 0 0 0 0 0.0423343044428259 0 0 0 0 0 0.451019664967225 0 0 0 0 9.10415149308085e-05 0 0 0 0 0 0.467498179169702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0350509832483613 0 0 0 0 0 0 0 0 0.00136562272396213 0 0.00209395484340859 0 0 0 0 0 0 0 0 0
"10317.000051108" 0 0 0 0 0 0 0.00780546382467727 0 0 0 0 0 0.251395977184029 0 0 0 0 0 0 0 0 0 0 0.122425697988592 0.128189732812969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48790153107175 0 0 0.00162113479435605 0.000120084058841189 3.00210147102972e-05 0 0.000240168117682378 0 0.000240168117682378 0 3.00210147102972e-05 0 0 0 0 0 0 0 0 0
"10317.000051109" 0 0.00273949148189367 0 0 0 0 0.00710555603116172 0 0 0 0 0 0.486174128927317 0 0 0 0 0.0018834003938019 0 0 0 0 0 0.472048625973801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0255543189795394 0 0 0 0 0.00171218217618355 0 0 0 0.000470850098450475 0 0.00231144593784779 0 0 0 0 0 0 0 0 0
"10317.000040375" 0 0 0 0 0 0 0.0632660878447395 0 0 0 0 0 0.605847803881511 0 0 0 0 0 0 0 0 0 0 0.322842185903983 0.000127681307456588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00746935648621042 0 0 0 0 0 0 0 0 0 0 0.000127681307456588 0 0 0 0 0 0 0 0 0.000319203268641471
"10317.000051100" 0 0 0 0 0 0 0.0278586278586279 0 0 0 0 0 0.644213444213444 0 0 0 0 0 0 0 0 0 0 0.317117117117117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0108108108108108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000051101" 0 0 0 0 0 0 0.00224837984393599 0 0 0 0 0 0.510514482211348 0 0 0 0 0 0 0 0 0 0 0.466869461711414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0203676762333025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000051102" 0 0 0 0 0 0 0 0 0 0 0 0 0.50509662348694 0 0 0 0 0.00127415587173498 0 0 0 0 0 0.414737736249735 0 0 0 0 0 0 0 0.000530898279889573 0 0 0 0 0 0 0 0 0 0 0 0 0.0700785729454236 0 0 0 0 0 0 0 0 0.00403482692716076 0 0.00424718623911659 0 0 0 0 0 0 0 0 0
"10317.000040374" 0 0 0 0 0 0 0.121017832097776 0 0 0 0 0 0.0995792426367461 0 0 0 0 0 0 0 0 0 0 0.775796433580446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00360649168503306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000013498" 5.21920668058455e-05 5.21920668058455e-05 0 0 0 0 0.00281837160751566 0 0 0 0 0 0.608716075156576 0 0 0 0 5.21920668058455e-05 0 0 0 0 0 0.115292275574113 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015866388308977 0 0 0 0 0 0 0 0 0.00386221294363257 0 0.253288100208768 0 0 0 0 0 0 0 0 0
"10317.000066722" 0 0 0 0 0 0 0.000853825136612022 0 0 0 0 0 0.551016051912568 0 0 0 0 8.53825136612022e-05 0 0 0 0 0 0.331326844262294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00721482240437158 0 0 0 0 0 0 0 0 0 0 0.109503073770492 0 0 0 0 0 0 0 0 0
"10317.000066720" 0 0 0 0 0 0 0.039032034695142 0 0 0 0 0 0.439046612485878 0 0 0 0 3.6444476839535e-05 0 0 0 0 0 0.270709573964066 0.00058311162943256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00787200699733955 0 0 0 0 0 0 0 0 0 0 0.242720215751303 0 0 0 0 0 0 0 0 0
"10317.000066721" 0 0 0 0 0 0 0.00458066128091946 0 0 0 0 0 0.857957857916215 0 0 0 0 0 0 0 0 0 0 0.122928291829766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00245690014158408 0 0 0 0 0 0 0 0 8.32847505621721e-05 0 0.0119930040809528 0 0 0 0 0 0 0 0 0
"10317.000040376" 0 0 0 0 0 0 0.0634688505410939 0 0 0 0 0 0.507604562737642 0 0 0 0 0 0 0 0 0 0 0.417081017841474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0118455688797894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000011191" 0 0 0 0 0 0 0.0100448933782267 0 0 0 0 0 0.396632996632996 0 0 0 0 0.000112233445566779 0 0 0 0 0 0.521997755331087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0698092031425365 0 0 0 0 0 0 0 0 0 0 0.00140291806958474 0 0 0 0 0 0 0 0 0
"10317.000066728" 0 0 0 0 0 0 0.0276960535659937 0 0 0 0 0 0.469209698691285 0 0 0 0 0.000126813432078726 0 0 0 0 0 0.486557776199656 5.07253728314903e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0151922491630313 0 0 0 0 0 0 0 0 0 0 0.00116668357512428 0 0 0 0 0 0 0 0 0
"10317.000009175" 0 0 0 0 0 0 0.0012214983713355 0 0 0 0 0 0.71722312703583 0 0 0 0 0.00207654723127036 0 0 0 0 0 0.26192996742671 0.000203583061889251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.016042345276873 0 0 0 0 0 0 0 0 0.00118078175895765 0 0.00012214983713355 0 0 0 0 0 0 0 0 0
"10317.000059194" 0 0 0 0 0 0 0.00394233598117093 0 0 0 0 0 0.57828773168579 0 0 0 0 5.88408355398647e-05 0 0 0 0 0 0.388408355398646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0245366284201236 0 0 0 0 0 0 0 0 0.000176522506619594 0 0.00458958517210944 0 0 0 0 0 0 0 0 0
"10317.000027664" 0 0 0 0 0 0 0.00104712041884817 0 0 0 0 0 0.465968586387434 0 0 0 0 0 0 0 0 0 0 0.526701570680628 0.00157068062827225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00471204188481675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000027665" 0 0 0 0 0 0 0.0291382284557114 0 0 0 0 0 0.44262356558914 0 0 0 0 0 0 0 0 0 0 0.513912847821195 0 0 0 0 0 0 0 7.50018750468762e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.014212855321383 0 0 0 0 3.75009375234381e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000027666" 0 0 0 0 0 0 0.00412473189242699 0 0 0 0 0 0.624484408513447 0 0 0 0 0.000329978551394159 0 0 0 0 0 0.361161524500908 0.00016498927569708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00907441016333939 0 0 0 0 0 0 0 0 0 0 0.000659957102788319 0 0 0 0 0 0 0 0 0
"10317.000027662" 0 0 0 0 0 0 0.00355982046122891 0 0 0 0 0 0.630088221637518 0 0 0 0 0 0 0 0 0 0 0.330444203683641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0250735180312645 0 0 0 0 0 0 0 0 0.000154774802662127 0 0.0106794613836867 0 0 0 0 0 0 0 0 0
"10317.000043015" 0 0 0 0 0 0 0.0178444979464665 0 0 0 0 0 0.505452485483642 0 0 0 0 0 0 0 0 0 0 0.456026058631922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0135958079592126 0 0 0 0 0 0 0 0 0.00693952697918142 0 0.000141622999575131 0 0 0 0 0 0 0 0 0
"10317.000043014" 0 0 0 0 0 0 0.0116641038142745 0 0 0 0 0 0.513145557514159 0 0 0 0 0 0 0 0 0 0 0.445561264673893 3.75051569590819e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0295540636837565 0 0 0 0 0 0 0 0 3.75051569590819e-05 0 0 0 0 0 0 0 0 0 0 0
"10317.000065394" 0 0 0 0 0 0 0.0183286273344231 0 0 0 0 0 0.615396046960916 0 0 0 0 4.95368306335761e-05 0 0 0 0 0 0.33397731213157 0.000346757814435032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0318521820973894 0 0 0 0 0 0 0 0 0 0 4.95368306335761e-05 0 0 0 0 0 0 0 0 0
"10317.000043016" 0 0 0 0 0 0 0.0280816222094288 0 0 0 0 0 0.655408430883389 0 0 0 0 0.000127934497537261 0 0 0 0 0 0.290539243907119 0 0 0 0 0 0 0 0.000319836243843152 0 0 0 0 0 0 0 0 0 0 0 0 0.0241796200345423 0 0 0 0 6.39672487686305e-05 0 0 0 0.00108744322906672 0 0.000191901746305891 0 0 0 0 0 0 0 0 0
"10317.000027669" 0 0.000364910232082908 0 0 0 0 0.00284629981024668 0 0 0 0 0 0.446577142023062 0 0 0 0 7.29820464165815e-05 0 0 0 0 0 0.514450445190484 0 0 0 0 0 0 0 0.000364910232082908 0 0 0 0 0 0 0 0 0 0 0 0 0.0276601955918844 0 0 0 0 0 0 0 0 0.0075171507809079 0 0.000145964092833163 0 0 0 0 0 0 0 0 0
"10317.000043013" 0 0 0 0 0 0 0.000264900662251656 0 0 0 0 0 0.458807947019867 0 0 0 0 0 0 0 0 0 0 0.523973509933775 0.000264900662251656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0156291390728477 0 0 0 0 0 0 0 0 0 0 0.00105960264900662 0 0 0 0 0 0 0 0 0
"10317.000043012" 0 0 0 0 0 0 0.00543633762517883 0 0 0 0 0 0.424206008583691 0 0 0 0 0.0274105865522175 0 0 0 0 0 0.419055793991416 0.00011444921316166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.123547925608011 0 0 0 0 0 0 0 0 0.00011444921316166 0 0.00011444921316166 0 0 0 0 0 0 0 0 0
"10317.000022527" 0 0.00010515247108307 0 0 0 0 0.00888538380651945 0 0 0 0 0 0.127234490010515 0 0 0 0 0.000683491062039958 0 0 0 0 0 0.800998948475291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00725552050473186 0 0 0 0 0 0 0 0 0 0 0.0548370136698212 0 0 0 0 0 0 0 0 0
"10317.000023653" 0 0 0 0 0 0 0.00138840680319334 0 0 0 0 0 0.659608932083767 0 0 0 0 0 0 0 0 0 0 0.297581858151105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0413051023950017 0 0 0 0 0 0 0 0 0 0 0.000115700566932778 0 0 0 0 0 0 0 0 0
"10317.000058803" 0 0.00310626309326013 0 0 0 0 0.00404536588889691 0 0 0 0 0 0.268101808374871 0 0 0 0 0.000168556912037371 0 0 0 0 0 0.405523850803053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0114859495774037 0 0 0 0 0 0 0 0 0.00154109176719882 0 0.306027113583279 0 0 0 0 0 0 0 0 0
"10317.000040408" 0 0 0 0 0 0 0.0264765784114053 0 0 0 0 0 0.0280040733197556 0 0 0 0 0.00254582484725051 0 0 0 0 0 0.925152749490834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0178207739307536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000073774" 0 0 0 0 0 0 0.0167029774872912 0 0 0 0 0 0.529411764705882 0 0 0 0 0 0 0 0 0 0 0.448438634713145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00363108206245461 0 0 0 0 0 0 0 0 0 0 0.00181554103122731 0 0 0 0 0 0 0 0 0
"10317.000030170" 0 3.57701309186792e-05 0 0 1.53300561080054e-05 0.000270830991241428 0.00797673919486546 0 0 0 5.11001870266845e-06 0 0.497685161527691 0 0 0 5.11001870266845e-06 0.000500781832861508 0 0 0 0 0 0.454055821844312 3.06601122160107e-05 0 0 0 0 5.11001870266845e-06 0 2.55500935133423e-05 0 0 0 5.11001870266845e-06 0 0 0 0 0 0 0 5.11001870266845e-06 0.0153249460893027 0 0 0 0 0 0 5.11001870266845e-06 0 0.0198830827720829 0 0.00416466524267479 0 0 0 0 0 0 0 0 0
"10317.000030172" 3.16876861651562e-05 0.000126750744660625 0 0 0 0.000411939920147031 0.00792192154128905 0 0 0 0 0 0.450820711071679 0 0 0 0 3.16876861651562e-05 0 0 0 0 0 0.457189935990877 0 0 0 0 0 0 0 0.000443627606312187 0 0 0 0 0 0 0 0 0 0 0 0 0.0711388554407756 0 0 0 0 6.33753723303124e-05 0 0 0 0.000285189175486406 0 0.0115343177641169 0 0 0 0 0 0 0 0 0
"10317.000037996" 0 0 0 0 0 0 0.113213472560258 0 0 0 0 0 0.209704011933737 0 0 0 0 0.00180576273847845 0 0 0 0 0 0.641359817853496 0.0126403391693491 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0181361388081966 0 0 0 0 0 0 0 0 0 0 0.00306194551307215 0 0 0 0 0 0 0 0 7.85114234121065e-05
"10317.000009177" 0 0 0 0 0 0 0.000855139387720198 0 0 0 0 0 0.709081580297589 0 0 0 0 0 0 0 0 0 0 0.272447408927655 5.70092925146799e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0170457784618893 0 0 0 0 0 0 0 0 0.000513083632632119 0 0 0 0 0 0 0 0 0 0 0
"10317.000037995" 0 4.17745843428858e-05 0 0 0 0 0.00668393349486173 0 0 0 0 0 0.501086139192915 0 0 0 0 0.000125323753028657 0 0 0 0 0 0.470966663881695 0.000208872921714429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0201771242376138 0 0 0 0 0 0 0 0 0.000334196674743086 0 0.000375971259085972 0 0 0 0 0 0 0 0 0
"10317.000041945" 0 0 0 0 0 0 0.000722978672129172 0 0 0 0 0 0.729786721291723 0 0 0 0 0.000662730449451741 0 0 0 0 0 0.24135438004579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0273526930955537 0 0 0 0 0 0 0 0 6.0248222677431e-05 0 6.0248222677431e-05 0 0 0 0 0 0 0 0 0
"10317.000069370" 0 0.00138307120840907 0 0 0 0 0.00652019283964277 0 0 0 0 0 0.172488737848732 0 0 0 0 0.00169920177033115 0 0 0 0 0 0.482652335414525 0 0 0 0 0 0 0 0.00256856081561685 0 0 0 0 0 0 0 0 0 0 0 0 0.307476487789457 0 0 0 0 0.0012645222476883 0 0 0 0.00877262309333755 0 0.015095234331779 0 0 0 0 0 0 0 0 7.90326404805185e-05
"10317.000058800" 0 0 0 0 0 0 0.290725806451613 0 0 0 0 0 0.0129032258064516 0 0 0 0 0 0 0 0 0 0 0.651209677419356 0.000403225806451613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439516129032258 0 0 0 0 0 0 0 0 0 0 0.000403225806451613 0 0 0 0 0 0 0 0 0.000403225806451613
"10317.000013817" 0 0 0 0 0 0 0.00414396439260226 0 0 0 0 0 0.721893945207582 0 0 0 0 7.67400813444862e-05 0 0 0 0 0 0.243035837617988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0135829943979741 0 0 0 0 0 0 0 0 0 0 0.0172665183025094 0 0 0 0 0 0 0 0 0
"10317.000084473" 0 9.35497450769447e-05 0 0 0 0 0.00537911034192432 0 0 0 0 0 0.427475560129099 0 0 0 0 0.00257261798961598 0 0 0 0 0 0.524580195518967 4.67748725384723e-05 0 0 0 0 0 0 0.00060807334300014 0 0 0 0 0 0 0 0 0 0 0 0 0.0338182328453155 0 0 0 0 0 0 0 0 0.00435006314607793 0 0.00107582206838486 0 0 0 0 0 0 0 0 0
"10317.000041949" 0 0 0 0 0 0 0.000842992623814542 0 0 0 0 0 0.0918861959957851 0 0 0 0 0 0 0 0 0 0 0.11822971548999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.784615384615385 0 0 0 0 0 0 0 0 0.000210748155953635 0 0.00421496311907271 0 0 0 0 0 0 0 0 0
"10317.000041948" 0 0 0 0 0 0 0.0176972018036939 0 0 0 0 0 0.485236889245784 0 0 0 0 9.26555068256223e-05 0 0 0 0 0 0.48415590833282 6.17703378837482e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0126011489282846 0 0 0 0 0.000154425844709371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000038480" 0 0 0 0 0 0 0.00945258749626085 0 0 0 0 0 0.201076877056536 0 0 0 0 0 0 0 0 0 0 0.784026323661381 5.98265031408914e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00538438528268023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000037991" 0 0 0 0 0 0 0.000812887969258055 0 0 0 0 0 0.32500738989063 0 0 0 0 0.00295595625184747 0 0 0 0 0 0.35486254803429 7.38989062961868e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.261602128288501 0 0 0 0 0.000517292344073308 0 0 0 0.00628140703517588 0 0.0478864912799291 0 0 0 0 0 0 0 0 0
"10317.000038481" 0 0 0 0 0 0 0.00406768630003254 0 0 0 0 0 0.215424666449724 0 0 0 0 0 0 0 0 0 0 0.059659399067144 5.42358173337672e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.720360125827096 0 0 0 0 0.000108471634667534 0 0 0 5.42358173337672e-05 0 0.000271179086668836 0 0 0 0 0 0 0 0 0
"10317.000047412" 0 0 0 0 0 0 0.00484868751044976 0 0 0 0 0 0.294265173047985 0 0 0 0 0 0 0 0 0 0 0.323524494231734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00618625647884969 0 0 0 0 0 0 0 0 8.35980605249958e-05 0 0.371091790670456 0 0 0 0 0 0 0 0 0
"10317.000001278" 0 0 0 0 0 0 0.00559610705596107 0 0 0 0 0 0.5830900243309 0 0 0 0 0.000121654501216545 0 0 0 0 0 0.374695863746958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0361313868613139 0 0 0 0 0 0 0 0 0.00024330900243309 0 0.000121654501216545 0 0 0 0 0 0 0 0 0
"10317.000017700" 0 0 0 0 0 0 0.00441058540497193 0 0 0 0 0 0.718724939855653 0 0 0 0 0 0 0 0 0 0 0.251603849238171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0252606255012029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000010734" 0 0 0 0 0 0 0.00202343815867128 0 0 0 0 0 0.414720512604333 0 0 0 0 0.00741927324846134 0 0 0 0 0 0.462102689486552 0.00016861984655594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0911390270634854 0 0 0 0 0.000337239693111879 0 0 0 0.00716634347862743 0 0.0149228564202007 0 0 0 0 0 0 0 0 0
"10317.000010735" 0 0 0 0 0 0 0.00198117880138683 0 0 0 0 0 0.431896978702328 0 0 0 0 0 0 0 0 0 0 0.251609707776127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.309063893016345 0 0 0 0 0 0 0 0 0 0 0.00544824170381377 0 0 0 0 0 0 0 0 0
"10317.000010737" 0 0 0 0 0 0 0.0171279802685667 0 0 0 0 0 0.492189640997533 0 0 0 0 0.000548095368594135 0 0 0 0 0 0.439709509454645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500137023842148 0 0 0 0 0 0 0 0 0.000274047684297068 0 0.000137023842148534 0 0 0 0 0 0 0 0 0
"10317.000010732" 0 0 0 0 0 0 0.00203066301147325 0 0 0 0 0 0.559244593359732 0 0 0 0 0 0 0 0 0 0 0.433038887196669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00446745862524114 0 0 0 0 0 0 0 0 0 0 0.00121839780688395 0 0 0 0 0 0 0 0 0
"10317.000011957" 0 0 0 0 0 0 0.00134250713206914 0 0 0 0 0 0.369413212507692 0 0 0 0 0.0116909996084354 0 0 0 0 0 0.588577501817978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00564971751412429 0 0 0 0 0 0 0 0 0.00179000950942552 0 0.0215360519102758 0 0 0 0 0 0 0 0 0
"10317.000010738" 0 0 0 0 0 0 0.00194405443352414 0 0 0 0 0 0.305000540015121 0 0 0 0 0 0 0 0 0 0 0.583324333081328 0.000108003024084674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00540015120423372 0 0 0 0 0 0 0 0 0.00367210281887893 0 0.100550815422832 0 0 0 0 0 0 0 0 0
"10317.000058806" 0 0.000340290381125227 0 0 0 0 0.00170145190562613 0 0 0 0 0 0.479128856624319 0 0 0 0 0.000113430127041742 0 0 0 0 0 0.498298548094373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0141787658802178 0 0 0 0 0 0 0 0 0.00521778584392014 0 0.00102087114337568 0 0 0 0 0 0 0 0 0
"10317.000052151" 0 0 0 0 0 0 0.0261522318185487 0 0 0 0 0 0.15642909032206 0 0 0 0 0 0 0 0 0 0 0.809589151666804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00476228912745177 0 0 0 0 8.07167648720639e-05 0 0 0 0 0 0.00298652030026637 0 0 0 0 0 0 0 0 0
"10317.000030004" 0 0 0 0 0 0 0 0 0 0 0 0 0.0819672131147541 0 0 0 0 0 0 0 0 0 0 0.344262295081967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.426229508196721 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.147540983606557
